Original_Intent__c,Ext_Id__c,Utterance__c
atis_flight,a0BB0000002YkFAMA0,give me the flights and fares for a trip to cleveland from miami on wednesday
atis_airfare,a0BB0000002YkFBMA0,give me the fares from miami to cleveland next sunday
atis_flight,a0BB0000002YkFCMA0,give me the flights from milwaukee to phoenix on saturday or sunday on american airlines
atis_flight,a0BB0000002YkFDMA0,give me the flights from phoenix to milwaukee on wednesday evening
atis_flight,a0BB0000002YkFEMA0,give me the flights from phoenix to milwaukee on wednesday on american airlines
atis_flight,a0BB0000002YkFFMA0,give me the flights from phoenix to milwaukee on american airlines
atis_flight,a0BB0000002YkFGMA0,give me the flights from phoenix to milwaukee
atis_flight,a0BB0000002YkFHMA0,give me the meal flights departing early saturday morning from chicago to seattle nonstop
atis_flight,a0BB0000002YkFIMA0,give me the flights from chicago to seattle saturday morning that have meals
atis_flight,a0BB0000002YkFJMA0,give me flights from seattle to chicago that have meals on continental
atis_flight,a0BB0000002YkFKMA0,give me the flights from seattle to chicago that have meals on continental saturday morning
atis_flight,a0BB0000002YkFLMA0,give me the flights from chicago to seattle on continental that have meals early saturday morning
atis_flight,a0BB0000002YkFMMA0,give me a combination of continental flights from chicago to seattle that have meals early saturday morning
atis_flight,a0BB0000002YkFNMA0,give me the saturday morning flights with meals from chicago to minneapolis
atis_flight,a0BB0000002YkFOMA0,give me the saturday morning flights on continental that have meals from chicago to minneapolis
atis_flight,a0BB0000002YkFPMA0,give me the saturday morning flights from chicago to st. paul on continental that have meals
atis_flight,a0BB0000002YkFQMA0,give me the flights from new york to las vegas nonstop
atis_flight,a0BB0000002YkFRMA0,give me the flights from memphis to las vegas nonstop
atis_flight,a0BB0000002YkFSMA0,give me the cheapest round trip flights from indianapolis to orlando around december twenty fifth
atis_flight,a0BB0000002YkFTMA0,i need a friday flight from newark to tampa
atis_flight,a0BB0000002YkFUMA0,i need a sunday flight from tampa to charlotte
atis_flight,a0BB0000002YkFVMA0,give me a flight from charlotte to baltimore on tuesday morning
atis_flight,a0BB0000002YkFWMA0,can i have a morning flight from baltimore to newark please
atis_airfare,a0BB0000002YkFXMA0,cheapest round trip fare from or indianapolis to orlando on december twenty fifth
atis_airfare,a0BB0000002YkFYMA0,cheapest one way fare from indianapolis to orlando on december twenty seventh
atis_flight,a0BB0000002Yk94MAC,list flights from memphis to miami wednesday evening
atis_abbreviation,a0BB0000002Yk93MAC,what is fare code f
atis_flight,a0BB0000002Yk95MAC,list flights from miami to indianapolis sunday
atis_flight,a0BB0000002Yk96MAC,list flights from ontario california to orlando florida
atis_flight,a0BB0000002Yk97MAC,list flights from ontario california to salt lake city utah
atis_flight,a0BB0000002Yk98MAC,list flights from ontario california to salt lake city utah monday
atis_flight,a0BB0000002Yk99MAC,list flights from salt lake city utah to phoenix arizona monday
atis_flight,a0BB0000002Yk9AMAS,list flights from salt lake city to phoenix arizona tuesday
atis_flight,a0BB0000002Yk9BMAS,list flights from phoenix arizona to ontario california wednesday
atis_airline,a0BB0000002Yk9CMAS,what airlines fly from baltimore to san francisco
atis_airfare,a0BB0000002Yk9DMAS,what is the fare for a first class round trip ticket from detroit to st. petersburg
atis_airfare,a0BB0000002Yk9EMAS,what is the airfare for a round trip first class ticket from detroit to st. petersburg
atis_flight,a0BB0000002Yk9FMAS,kansas city to atlanta monday morning flights
atis_flight,a0BB0000002Yk9GMAS,monday morning flights from atlanta to kansas city
atis_flight,a0BB0000002Yk9HMAS,kansas city to atlanta monday morning flights
atis_flight,a0BB0000002Yk9IMAS,atlanta to st. louis tuesday before 230 pm flights
atis_flight,a0BB0000002Yk9JMAS,st. louis to st. paul thursday after 10 am
atis_flight,a0BB0000002Yk9KMAS,st. paul to kansas city friday night
atis_flight,a0BB0000002Yk9LMAS,cleveland to kansas city arrive monday before 3 pm
atis_flight,a0BB0000002Yk9MMAS,kansas city to cleveland flight arrive wednesday before 5 pm
atis_flight,a0BB0000002Yk9NMAS,cleveland to nashville flight friday morning
atis_flight,a0BB0000002Yk9OMAS,nashville to cleveland sunday before 9
atis_flight,a0BB0000002Yk9PMAS,first class flights pittsburgh to newark monday morning
atis_flight,a0BB0000002Yk9QMAS,flights newark to los angeles wednesday morning
atis_flight,a0BB0000002Yk9RMAS,los angeles to minneapolis thursday afternoon
atis_flight,a0BB0000002Yk9SMAS,minneapolis to pittsburgh flight
atis_flight,a0BB0000002Yk9TMAS,minneapolis to pittsburgh first class flight
atis_flight,a0BB0000002Yk9UMAS,i would like flights leaving from milwaukee to orlando
atis_abbreviation,a0BB0000002Yk9VMAS,what does hp stand for
atis_flight,a0BB0000002YkFZMA0,saturday flight on american airlines from milwaukee to phoenix
atis_airfare,a0BB0000002YkFaMAK,is there a fare from pittsburgh to cleveland under 200 dollars
atis_airfare,a0BB0000002YkFbMAK,how much is coach flight from pittsburgh to atlanta
atis_flight,a0BB0000002YkFcMAK,newark to tampa on friday
atis_flight,a0BB0000002YkFdMAK,tampa to charlotte sunday morning
atis_flight,a0BB0000002YkFeMAK,charlotte to baltimore on tuesday
atis_flight,a0BB0000002YkFfMAK,baltimore to newark wednesday morning
atis_flight,a0BB0000002YkFgMAK,dallas to houston after 1201 am
atis_flight,a0BB0000002YkFhMAK,houston to dallas before midnight
atis_flight,a0BB0000002YkFiMAK,indianapolis to orlando december twenty seventh
atis_airfare,a0BB0000002YkFjMAK,cheapest fare from indianapolis to orlando on the twenty seventh of december
atis_airfare,a0BB0000002YkFkMAK,cheapest fare round trip from indianapolis to orlando on december twenty seventh
atis_flight,a0BB0000002YkFlMAK,cleveland to miami on wednesday arriving before 4 pm
atis_flight,a0BB0000002YkFmMAK,miami to cleveland sunday afternoon
atis_flight,a0BB0000002YkFnMAK,new york city to las vegas and memphis to las vegas on sunday
atis_flight,a0BB0000002YkFoMAK,new york city to las vegas and memphis to las vegas on sunday
atis_flight,a0BB0000002YkFpMAK,new york to las vegas sunday afternoon
atis_flight,a0BB0000002YkFqMAK,memphis to las vegas sunday afternoon
atis_flight,a0BB0000002YkFrMAK,new york to las vegas on sunday afternoon
atis_flight,a0BB0000002YkFsMAK,chicago to seattle saturday morning
atis_flight,a0BB0000002YkFtMAK,chicago to las vegas saturday morning
atis_flight,a0BB0000002YkFuMAK,los angeles to pittsburgh afternoon tuesday
atis_flight,a0BB0000002YkFvMAK,los angeles to pittsburgh afternoon on monday
atis_flight,a0BB0000002YkFwMAK,pittsburgh to los angeles thursday evening
atis_flight,a0BB0000002YkHJMA0,what are the flights from memphis to las vegas
atis_flight,a0BB0000002YkHKMA0,what are the flights from las vegas to ontario
atis_flight,a0BB0000002YkHLMA0,what are the flights from ontario to memphis
atis_ground_service,a0BB0000002YkHMMA0,what type of ground transportation is there at the las vegas airport
atis_ground_service,a0BB0000002YkHNMA0,is there taxi service at the ontario airport
atis_flight,a0BB0000002YkHOMA0,what are the flights from tampa to milwaukee
atis_flight,a0BB0000002YkHPMA0,what are the flights from milwaukee to seattle
atis_flight,a0BB0000002YkHQMA0,what are the flights from la guardia to san jose on united
atis_flight,a0BB0000002YkHRMA0,what are the flights on mondays that travel from charlotte north carolina to phoenix arizona
atis_flight,a0BB0000002YkHSMA0,what are the flights from phoenix arizona to st. paul minnesota on tuesday
atis_flight,a0BB0000002YkHTMA0,what are the flights on thursday leaving from st. paul minnesota to st. louis
atis_flight,a0BB0000002YkHUMA0,what are the flights from st. louis to charlotte north carolina leaving on friday
atis_flight,a0BB0000002YkHVMA0,what are the flights from boston to orlando that stop in new york
atis_flight,a0BB0000002YkHWMA0,i need a morning flight from burbank to milwaukee on next monday
atis_flight,a0BB0000002Yk9WMAS,i would like flights from ontario to tacoma
atis_flight,a0BB0000002Yk9XMAS,i would like flights from minneapolis to san diego
atis_flight,a0BB0000002Yk9YMAS,i would like flights from salt lake city to cincinnati
atis_flight,a0BB0000002Yk9ZMAS,i would like to see flights from cincinnati to salt lake city
atis_flight,a0BB0000002Yk9aMAC,i'd like flights from new york to miami
atis_flight,a0BB0000002Yk9bMAC,i would like flights from miami to new york
atis_flight,a0BB0000002Yk9cMAC,i would like a flight leaving san francisco for san diego
atis_flight,a0BB0000002Yk9dMAC,i would like flights from san diego to las vegas
atis_flight,a0BB0000002Yk9eMAC,i would like a flight from san diego to las vegas
atis_flight,a0BB0000002Yk9fMAC,i would like flights from las vegas to san francisco
atis_abbreviation,a0BB0000002Yk9gMAC,what does fare code bn mean
atis_airline,a0BB0000002Yk9hMAC,i would like to have the airline that flies toronto detroit and st. louis
atis_flight,a0BB0000002Yk9iMAC,i would like a flight from toronto to detroit
atis_flight,a0BB0000002YkC0MAK,list flights from washington dc to toronto
atis_flight,a0BB0000002YkC1MAK,list flights from toronto to washington dc
atis_flight,a0BB0000002YkC2MAK,list flights from oakland to salt lake city
atis_flight,a0BB0000002YkC3MAK,what flights go from dallas to phoenix
atis_flight,a0BB0000002YkC4MAK,what flights go from phoenix to salt lake city
atis_flight,a0BB0000002YkC5MAK,i need an early flight from milwaukee to denver
atis_ground_service,a0BB0000002YkC6MAK,what types of ground transportation are available in denver
atis_flight,a0BB0000002YkC7MAK,what flights go from denver to st. louis on tuesday morning
atis_ground_service,a0BB0000002YkC8MAK,is ground transportation available in st. louis
atis_flight,a0BB0000002YkC9MAK,i need to fly from st. louis to milwaukee on wednesday afternoon
atis_flight,a0BB0000002YkCAMA0,flights from washington to seattle
atis_flight,a0BB0000002YkCBMA0,flights from atlanta to seattle
atis_flight,a0BB0000002YkCCMA0,flights from san diego to seattle
atis_flight,a0BB0000002YkCDMA0,i would like flight information from phoenix to denver
atis_flight,a0BB0000002YkCEMA0,could i have flight information on flights from salt lake city to phoenix please
atis_flight,a0BB0000002YkCFMA0,could i have flight information on flights from pittsburgh to phoenix please
atis_flight,a0BB0000002YkHXMA0,how about a flight from milwaukee to st. louis that leaves monday night
atis_flight,a0BB0000002YkHYMA0,and a flight from st. louis to burbank that leaves tuesday afternoon
atis_flight,a0BB0000002YkHZMA0,how about a flight leaving tuesday night from st. louis to burbank
atis_flight,a0BB0000002YkHaMAK,i need a flight from salt lake to newark airport that arrives on saturday before 6 pm
atis_flight,a0BB0000002YkHbMAK,i'd like a flight from cincinnati to newark airport that arrives on saturday before 6 pm
atis_flight,a0BB0000002YkHcMAK,i need a flight on american airlines from miami to chicago that arrives around 5 pm
atis_flight,a0BB0000002YkHdMAK,i need a flight from memphis to tacoma that goes through los angeles
atis_flight,a0BB0000002YkHeMAK,what are the flights between cincinnati and san jose california which leave after 6 pm
atis_flight,a0BB0000002YkHfMAK,what are the nonstop flights between san jose and houston texas
atis_flight,a0BB0000002YkHgMAK,what are the nonstop flights between houston and memphis
atis_flight,a0BB0000002YkHhMAK,what are the flights between memphis and cincinnati on wednesday
atis_flight,a0BB0000002YkHiMAK,what are the american flights from newark to nashville
atis_flight,a0BB0000002YkHjMAK,the flights from ontario to westchester that stop in chicago
atis_flight,a0BB0000002YkHkMAK,please list the flights from los angeles to charlotte
atis_flight,a0BB0000002YkHlMAK,please list the flights from charlotte to newark
atis_flight,a0BB0000002YkHmMAK,please list the flights from newark to los angeles
atis_flight,a0BB0000002YkHnMAK,please list the flights from cincinnati to burbank on american airlines
atis_flight,a0BB0000002YkHoMAK,please give me the flights from kansas city to chicago on june sixteenth
atis_flight,a0BB0000002YkHpMAK,please give me the flights from chicago to kansas city on june seventeenth
atis_flight,a0BB0000002YkHqMAK,please list all the flights from kansas city to chicago on june sixteenth
atis_flight,a0BB0000002YkHrMAK,please list all the flights from chicago to kansas city on june seventeenth
atis_flight,a0BB0000002YkHsMAK,i'd like to travel from burbank to milwaukee
atis_flight,a0BB0000002YkHtMAK,can you find me a flight from salt lake city to new york city next saturday before arriving before 6 pm
atis_flight,a0BB0000002YkHuMAK,can you find me another flight from cincinnati to new york on saturday before 6 pm
atis_flight,a0BB0000002YkHvMAK,can you list all of the delta flights from salt lake city to new york next saturday arriving before 6 pm
atis_flight,a0BB0000002YkHwMAK,i'd like to fly from miami to chicago on on american airlines arriving around 5 pm
atis_flight,a0BB0000002YkHxMAK,i'd like to travel from kansas city to chicago next wednesday
atis_flight,a0BB0000002YkHyMAK,i'd like a round trip flight from kansas city to chicago on wednesday may twenty sixth arriving at 7 pm
atis_flight,a0BB0000002YkHzMAK,yes i'd like to find a flight from memphis to tacoma stopping in los angeles
atis_flight,a0BB0000002YkI0MAK,find flight from san diego to phoenix on monday am
atis_flight,a0BB0000002YkI1MAK,find flight from phoenix to detroit on monday
atis_flight,a0BB0000002YkI2MAK,find flight from detroit to san diego on tuesday
atis_flight,a0BB0000002YkI3MAK,find flight from cincinnati to san jose on monday
atis_flight,a0BB0000002YkI4MAK,find flight from san jose to houston on wednesday
atis_flight,a0BB0000002YkI5MAK,find flight from houston to memphis on friday
atis_flight,a0BB0000002Yk5VMAS,i would like to find a flight from charlotte to las vegas that makes a stop in st. louis
atis_airfare,a0BB0000002Yk5WMAS,on april first i need a ticket from tacoma to san jose departing before 7 am
atis_flight,a0BB0000002Yk5XMAS,on april first i need a flight going from phoenix to san diego
atis_flight,a0BB0000002Yk5YMAS,i would like a flight traveling one way from phoenix to san diego on april first
atis_flight,a0BB0000002Yk5ZMAS,i would like a flight from orlando to salt lake city for april first on delta airlines
atis_flight,a0BB0000002Yk5aMAC,i need a flight from toronto to newark one way leaving wednesday evening or thursday morning
atis_flight,a0BB0000002Yk5bMAC,monday morning i would like to fly from columbus to indianapolis
atis_flight,a0BB0000002Yk5cMAC,on wednesday april sixth i would like to fly from long beach to columbus after 3 pm
atis_flight,a0BB0000002Yk9kMAC,i would like a flight from toronto to st. louis
atis_flight,a0BB0000002Yk9lMAC,i would like flights from san francisco to long beach
atis_flight,a0BB0000002Yk9jMAC,i would like a flight from detroit to st. louis
atis_flight,a0BB0000002Yk9mMAC,i would like flights leaving san francisco to san diego
atis_flight,a0BB0000002Yk9nMAC,i would like a flight from san francisco to st. petersburg
atis_flight,a0BB0000002Yk9oMAC,show me a one way flight from milwaukee to orlando leaving wednesday afternoon after 6 pm
atis_flight,a0BB0000002Yk9pMAC,show me one way flights from milwaukee to orlando on wednesday
atis_flight,a0BB0000002Yk9qMAC,show me flights from columbus to chicago first class that leave before 10 am
atis_flight,a0BB0000002Yk9rMAC,show me the cheapest round trip between st. petersburg and detroit that arrives before 7 pm
atis_flight,a0BB0000002Yk9sMAC,show me nonstop flights from kansas city to phoenix
atis_airline,a0BB0000002Yk9tMAC,what is airline wn
atis_flight,a0BB0000002Yk9uMAC,show me the cheapest first class round trip from new york to miami
atis_flight,a0BB0000002Yk9vMAC,now show me all the round trips from new york to miami
atis_flight,a0BB0000002Yk9wMAC,show me the cheapest one way flight from san francisco to houston
atis_flight,a0BB0000002Yk9xMAC,now show me the cheapest one way flight from houston to boston
atis_airfare,a0BB0000002Yk9yMAC,show me the cheapest round trip fares from houston to boston
atis_airfare,a0BB0000002Yk9zMAC,show me the cheapest round trip fares from san francisco to houston
atis_airfare,a0BB0000002YkA0MAK,show me the cheapest round trip fare from san francisco to houston on february twenty eighth 1994
atis_airfare,a0BB0000002YkA1MAK,show me the cheapest one way fare from san francisco to houston on february twenty eighth 1994
atis_ground_service,a0BB0000002YkA2MAK,now show me ground transportation in houston on monday afternoon
atis_flight,a0BB0000002YkA3MAK,now show me one way flights from houston to boston
atis_ground_service,a0BB0000002YkA4MAK,and now show me ground transportation that i could get in boston late night
atis_airline,a0BB0000002YkA5MAK,show me airlines that have flights between toronto and detroit between detroit and st. louis and between st. louis and toronto
atis_airfare,a0BB0000002YkA6MAK,show me round trip fares from toronto to detroit on delta northwest us air and united airlines
atis_flight,a0BB0000002YkA7MAK,show me flights between detroit and st. louis on delta northwest us air and united airlines
atis_flight,a0BB0000002YkA8MAK,show me flights from montreal to orlando and long beach
atis_flight,a0BB0000002YkA9MAK,show me flights from montreal to orlando
atis_flight,a0BB0000002YkCHMA0,i need information on flights from washington to boston that leave on a saturday
atis_flight,a0BB0000002YkCGMA0,i would like information on flights leaving from washington dc to denver
atis_flight,a0BB0000002YkCIMA0,i need the flights from washington to montreal on a saturday
atis_airfare,a0BB0000002YkCJMA0,i need the fares on flights from washington to toronto on a saturday
atis_flight,a0BB0000002YkCKMA0,i want to go from boston to washington on a saturday
atis_flight,a0BB0000002YkCLMA0,i need a flight from cleveland to dallas that leaves before noon see if too much information
atis_airfare,a0BB0000002YkCMMA0,get fares from washington to boston
atis_airfare,a0BB0000002YkCNMA0,get saturday fares from washington to boston
atis_airfare,a0BB0000002YkCOMA0,get fares from washington to montreal
atis_airfare,a0BB0000002YkCPMA0,get saturday fares from washington to montreal
atis_airfare,a0BB0000002YkCQMA0,get saturday fares from washington to toronto
atis_airfare,a0BB0000002YkCRMA0,get the saturday fare from washington to toronto
atis_flight,a0BB0000002YkCSMA0,list saturday flights from washington to boston
atis_flight,a0BB0000002YkCTMA0,list saturday flights from boston to washington
atis_flight,a0BB0000002YkCUMA0,get flights from milwaukee to dtw
atis_flight,a0BB0000002YkCVMA0,list flights from milwaukee to detroit
atis_flight,a0BB0000002YkCWMA0,get flights from detroit to toronto
atis_flight,a0BB0000002YkCXMA0,get flights from toronto to milwaukee
atis_flight,a0BB0000002YkCYMA0,get last flight from oakland to salt lake city on wednesday or first flight from oakland to salt lake city on thursday
atis_flight,a0BB0000002YkCZMA0,get first flight from oakland to salt lake city on thursday
atis_flight,a0BB0000002YkCaMAK,get last flight from oakland to salt lake city on wednesday
atis_flight,a0BB0000002YkCbMAK,list last wednesday flight from oakland to salt lake city
atis_flight,a0BB0000002YkCcMAK,get flight from toronto to san diego stopping at dtw
atis_flight,a0BB0000002YkCdMAK,get flights between st. petersburg and charlotte
atis_flight,a0BB0000002YkCeMAK,i need a flight from milwaukee to indianapolis leaving monday before 9 am
atis_flight,a0BB0000002YkCfMAK,i need a flight departing from milwaukee to indianapolis leaving monday before 8 am
atis_ground_service,a0BB0000002YkCgMAK,is there ground transportation available at the indianapolis airport
atis_flight,a0BB0000002YkChMAK,i need flight information for a flight departing from indianapolis to cleveland departing tuesday at noon
atis_flight,a0BB0000002YkCiMAK,i need flight information for a flight departing from cleveland to milwaukee wednesday after 6 pm
atis_flight,a0BB0000002YkCjMAK,i need flight information for flights departing from cleveland going back to milwaukee wednesday after 5 pm
atis_flight,a0BB0000002YkCkMAK,i need flight information for flights departing from cleveland to milwaukee on wednesday after 5 pm
atis_flight,a0BB0000002YkClMAK,i need flight information for flights departing from cleveland to milwaukee on wednesday after 5 pm
atis_flight,a0BB0000002YkFyMAK,phoenix to milwaukee on sunday
atis_flight,a0BB0000002YkFzMAK,phoenix to milwaukee on wednesday
atis_flight,a0BB0000002YkFxMAK,milwaukee to phoenix on saturday
atis_flight,a0BB0000002YkG0MAK,a flight from baltimore to san francisco arriving between 5 and 8 pm
atis_flight,a0BB0000002YkG1MAK,how many northwest flights leave st. paul
atis_flight,a0BB0000002YkG2MAK,how many northwest flights leave washington dc
atis_flight,a0BB0000002YkG3MAK,how many flights does northwest have leaving dulles
atis_flight,a0BB0000002YkG4MAK,i would like a connecting flight from dallas to san francisco leaving after 4 o'clock
atis_flight,a0BB0000002YkG5MAK,please list all the flights from dallas to san francisco
atis_flight,a0BB0000002YkG6MAK,tell me again the morning flights on american airlines from philadelphia to dallas
atis_flight,a0BB0000002YkG7MAK,tell me the flights that leave philadelphia and go to dallas
atis_abbreviation,a0BB0000002YkG8MAK,what is a d9s
atis_aircraft,a0BB0000002YkG9MAK,what type of plane is a d9s
atis_abbreviation,a0BB0000002YkGAMA0,what is a d9s
atis_flight,a0BB0000002YkGBMA0,show me the first class and coach flights between jfk and orlando
atis_flight,a0BB0000002YkGCMA0,show me the first class and coach flights from kennedy airport to miami
atis_flight,a0BB0000002YkGDMA0,show me the first class and coach flights from jfk to miami
atis_flight,a0BB0000002YkGEMA0,show delta airlines flights from jfk to miami
atis_flight,a0BB0000002YkGFMA0,show delta airlines from boston to salt lake
atis_flight,a0BB0000002YkGGMA0,show delta airlines flights from boston to salt lake
atis_flight,a0BB0000002YkI7MAK,find american flight from newark to nashville around 630 pm
atis_flight,a0BB0000002YkI8MAK,please find a flight round trip from los angeles to tacoma washington with a stopover in san francisco not exceeding the price of 300 dollars for june tenth 1993
atis_flight,a0BB0000002YkI6MAK,find flight from memphis to cincinnati on sunday
atis_flight,a0BB0000002YkI9MAK,are there any flights on june tenth from burbank to tacoma
atis_flight,a0BB0000002YkIAMA0,please find a flight from ontario to westchester that makes a stop in chicago on may seventeenth one way with dinner
atis_flight,a0BB0000002YkIBMA0,like to book a flight from burbank to milwaukee
atis_flight,a0BB0000002YkICMA0,show me all the flights from burbank to milwaukee
atis_flight,a0BB0000002YkCmMAK,i need a flight from denver to salt lake city on monday
atis_ground_service,a0BB0000002YkCnMAK,is there ground transportation available at the denver airport
atis_ground_service,a0BB0000002YkCoMAK,is there ground transportation available at the salt lake city airport
atis_flight,a0BB0000002YkCpMAK,i need a flight from salt lake city to phoenix departing wednesday after 5 pm
atis_ground_service,a0BB0000002YkCqMAK,is there ground transportation available at the phoenix airport
atis_flight,a0BB0000002YkCrMAK,i need a flight from oakland to salt lake city on wednesday departing after 6 pm
atis_flight,a0BB0000002YkCsMAK,list flights from las vegas to phoenix
atis_flight,a0BB0000002YkCtMAK,list wednesday night flights from oakland to salt lake city
atis_flight,a0BB0000002YkCuMAK,list flights from oakland to salt lake city before 6 am thursday morning
atis_airline,a0BB0000002YkCvMAK,which airlines fly between toronto and san diego
atis_flight,a0BB0000002YkCwMAK,please list afternoon flights between st. petersburg and charlotte
atis_abbreviation,a0BB0000002YkCxMAK,what is tpa
atis_flight,a0BB0000002YkCyMAK,what are the flights from cleveland to dallas
atis_flight,a0BB0000002YkCzMAK,please list only the flights from cleveland to dallas that leave before noon
atis_aircraft,a0BB0000002YkD0MAK,what type of aircraft are flying from cleveland to dallas before noon
atis_flight,a0BB0000002YkD1MAK,i need information on flights from indianapolis to seattle
atis_flight,a0BB0000002YkD2MAK,i need a flight from memphis to seattle
atis_airfare,a0BB0000002YkD3MAK,i need a ticket from nashville to seattle
atis_airfare,a0BB0000002YkD4MAK,i need a ticket from nashville tennessee to seattle
atis_airfare,a0BB0000002YkGIMA0,what are the fares for flights between boston and washington dc
atis_airfare,a0BB0000002YkGJMA0,what is the least expensive fare from boston to salt lake city
atis_flight,a0BB0000002YkGHMA0,show delta airlines flights from boston to salt lake city
atis_airfare,a0BB0000002YkGKMA0,what are the lowest fares from washington dc to salt lake city
atis_airfare,a0BB0000002YkGLMA0,what is the lowest fare from bwi to salt lake city
atis_airfare,a0BB0000002YkGMMA0,show me the cost of a first class ticket from detroit to las vegas and back
atis_flight,a0BB0000002YkGNMA0,what is the earliest arriving flight from boston to washington dc
atis_flight,a0BB0000002YkGOMA0,what is the earliest arriving flight between boston and washington dc
atis_flight,a0BB0000002YkGPMA0,what's the earliest arriving flight between boston and washington dc
atis_flight,a0BB0000002YkGQMA0,what is the earliest arriving flight from houston to orlando
atis_flight,a0BB0000002YkGRMA0,what is the earliest arriving flight from houston to orlando
atis_flight,a0BB0000002YkGSMA0,show me the flights between houston and orlando
atis_flight,a0BB0000002YkGTMA0,show me the flights between houston and orlando
atis_flight,a0BB0000002YkGUMA0,show me the flights from houston to orlando
atis_flight,a0BB0000002YkGVMA0,list all flights leaving denver between 8 pm and 9 pm
atis_airline,a0BB0000002YkGWMA0,what airlines serve denver
atis_airline,a0BB0000002YkGXMA0,list the airlines with flights to or from denver
atis_airline,a0BB0000002YkGYMA0,what airlines fly into denver
atis_flight,a0BB0000002YkGZMA0,list all flights arriving in denver between 8 and 9 pm
atis_abbreviation,a0BB0000002YkGaMAK,what is 73s
atis_flight,a0BB0000002YkGbMAK,list all of the daily flights arriving in denver between 8 and 9 pm
atis_flight,a0BB0000002YkGcMAK,list all of the daily flights arriving in denver from 8 to 9 pm
atis_flight,a0BB0000002YkGdMAK,show me all of the daily flights arriving in denver between 8 pm and 9 pm
atis_aircraft,a0BB0000002YkGeMAK,tell me about the m80 aircraft
atis_aircraft,a0BB0000002YkGfMAK,tell me about the m80 aircraft
atis_aircraft,a0BB0000002YkGgMAK,tell me about the type of aircraft called an m80
atis_flight,a0BB0000002YkGhMAK,list all flights arriving or leaving denver between 8 and 9 pm
atis_flight,a0BB0000002YkGiMAK,list all flights arriving in denver between 8 and 9 pm
atis_flight,a0BB0000002YkGjMAK,list all flights on all types of aircraft arriving in denver between 8 and 9 pm
atis_flight,a0BB0000002YkGkMAK,please list all flights from nashville to memphis on monday morning
atis_flight,a0BB0000002YkGlMAK,please list the flights from nashville to memphis on monday morning
atis_ground_service,a0BB0000002YkGmMAK,is there ground transportation from the memphis airport into town when if i arrive at 842 in the morning
atis_flight,a0BB0000002YkGnMAK,please list the flights from memphis to new york city on a monday night
atis_abbreviation,a0BB0000002YkGoMAK,what is cvg
atis_ground_service,a0BB0000002YkGpMAK,what ground transportation is available from la guardia airport into new york city
atis_ground_service,a0BB0000002YkGqMAK,is there ground transportation from lga into new york city
atis_ground_service,a0BB0000002YkGrMAK,please list the ground transportation from lga into new york city
atis_airfare,a0BB0000002YkH6MAK,list the cheapest fare from charlotte to las vegas
atis_flight,a0BB0000002YkH7MAK,i want a flight from los angeles to charlotte early in the morning
atis_flight,a0BB0000002Yk5eMAC,are there any flights from long beach to columbus on wednesday april sixth
atis_flight,a0BB0000002Yk5dMAC,after 12 pm on wednesday april sixth i would like to fly from long beach to columbus
atis_flight,a0BB0000002Yk5fMAC,find a flight from memphis to tacoma dinner
atis_flight,a0BB0000002Yk5gMAC,on next wednesday flight from kansas city to chicago should arrive in chicago around 7 pm return flight on thursday
atis_flight,a0BB0000002Yk5hMAC,flight on american from miami to chicago arrive in chicago about 5 pm
atis_flight,a0BB0000002Yk5iMAC,find flights arriving new york city next saturday
atis_flight,a0BB0000002Yk5jMAC,find nonstop flights from salt lake city to new york on saturday april ninth
atis_flight,a0BB0000002Yk5kMAC,show flights from burbank to milwaukee for today
atis_flight,a0BB0000002Yk5lMAC,show flights tomorrow evening from milwaukee to st. louis
atis_flight,a0BB0000002Yk5mMAC,show flights saturday evening from st. louis to burbank
atis_flight,a0BB0000002Yk5nMAC,show flights from burbank to st. louis on monday
atis_flight,a0BB0000002Yk5oMAC,show flights from burbank to milwaukee on monday
atis_flight,a0BB0000002Yk5pMAC,show flights tuesday evening from milwaukee to st. louis
atis_flight,a0BB0000002Yk5qMAC,show flights wednesday evening from st. louis to burbank
atis_flight,a0BB0000002Yk5rMAC,which flights travel from kansas city to los angeles
atis_flight,a0BB0000002Yk5sMAC,what flights travel from las vegas to los angeles
atis_flight,a0BB0000002Yk5tMAC,which flights travel from kansas city to los angeles on april ninth
atis_flight,a0BB0000002Yk5uMAC,which flights travel from las vegas to los angeles california and arrive on april ninth between 4 and 5 pm
atis_flight,a0BB0000002Yk5vMAC,which flights on us air go from orlando to cleveland
atis_flight,a0BB0000002Yk5wMAC,which flights travel from cleveland to indianapolis on april fifth
atis_flight,a0BB0000002Yk5xMAC,which flights travel from indianapolis to san diego on april fifth
atis_flight,a0BB0000002Yk5yMAC,which flights go from cleveland to indianapolis on april fifth
atis_flight,a0BB0000002Yk5zMAC,which flights travel from nashville to tacoma
atis_ground_service,a0BB0000002Yk60MAC,does tacoma airport offer transportation from the airport to the downtown area
atis_flight,a0BB0000002Yk61MAC,which flights travel from tacoma to san jose
atis_flight,a0BB0000002Yk62MAC,what are the flights from tacoma to san jose
atis_flight,a0BB0000002Yk63MAC,what are the flights from tacoma to san jose
atis_flight,a0BB0000002Yk64MAC,i need a flight that goes from boston to orlando
atis_flight,a0BB0000002Yk65MAC,are there any flights from boston to orlando connecting in new york
atis_flight,a0BB0000002Yk66MAC,are there any flights from boston to orlando connecting in columbus
